time,mV
0.0029400,-0.001207067
0.0029413,-0.002480164
0.0029427,-0.001467673
0.0029440,-0.001185255
0.0029453,0.002369644
0.0029467,0.003064517
0.0029480,-0.002044328
0.0029493,-0.003843138
0.0029507,-0.010340558
0.0029520,-0.008823545
0.0029533,-0.009829804
0.0029547,-0.009177033
0.0029560,-0.011870415
0.0029573,-0.013405474
0.0029587,-0.009684894
0.0029600,-0.010693473
0.0029613,-0.005263258
0.0029627,-0.003571748
0.0029640,-0.004756466
0.0029653,-0.000198458
0.0029667,-0.003656212
0.0029680,-0.00447389
0.0029693,-0.004211732
0.0029707,-0.003061081
0.0029720,-0.001256636
0.0029733,0.000972161
0.0029747,-0.001138142
0.0029760,0.00112305
0.0029773,0.00485475
0.0029787,0.002292444
0.0029800,-0.002822127
0.0029813,-0.004475072
0.0029827,-0.004547199
0.0029840,-0.006993894
0.0029853,-0.007609798
0.0029867,-0.003476617
0.0029880,-0.006195721
0.0029893,-0.008850591
0.0029907,-0.010792895
0.0029920,-0.00795425
0.0029933,-0.006350597
0.0029947,-0.010842225
0.0029960,-0.00983906
0.0029973,-0.008985544
0.0029987,-0.010189138
0.0030000,-0.005753854
0.0030013,-0.00448761
0.0030027,-0.003649831
0.0030040,-0.00624305
0.0030053,-0.004501742
0.0030067,-0.004410735
0.0030080,-0.00090444
0.0030093,0.003156175
0.0030107,-0.002961139
0.0030120,-0.005105573
0.0030133,-0.000226504
0.0030147,0.001731088
0.0030160,0.003689662
0.0030173,0.004822105
0.0030187,-0.004091057
0.0030200,-0.003647381
0.0030213,-0.003224554
0.0030227,-0.010002401
0.0030240,-0.007656763
0.0030253,-0.004101528
0.0030267,-0.005245574
0.0030280,-0.003159617
0.0030293,-0.006941498
0.0030307,-0.013394104
0.0030320,-0.010882622
0.0030333,-0.007032977
0.0030347,-0.004445792
0.0030360,-0.004021432
0.0030373,0.002622825
0.0030387,0.002123395
0.0030400,-0.001648278
0.0030413,-0.003529817
0.0030427,0.001455097
0.0030440,-0.000516452
0.0030453,-0.00294942
0.0030467,0.000749702
0.0030480,-0.000843623
0.0030493,-0.002527055
0.0030507,-0.004690791
0.0030520,-0.00655911
0.0030533,-0.006441813
0.0030547,-0.007614685
0.0030560,-0.004872641
0.0030573,-0.002123421
0.0030587,-0.000883326
0.0030600,0.000136146
0.0030613,-0.002106962
0.0030627,-0.00281506
0.0030640,-0.003198472
0.0030653,0.000276769
0.0030667,-0.002793936
